age	marital	address	income	inccat	car	carcat	ed	employ	retire	empcat	gender	reside	wireless	multline	voice	pager	internet	callid	callwait	owntv	ownvcr	owncd	ownpda	ownpc	ownfax	news	response
46	0	25	29	2	15	1	3	5	0	2	f	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
33	0	5	17	1	9	1	2	3	0	1	f	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
38	0	11	44	2	23	2	1	5	0	2	m	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
30	0	1	39	2	19	2	3	1	0	1	m	2	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1
30	0	5	41	2	21	2	4	4	0	1	f	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1
38	1	6	42	2	22	2	5	2	0	1	m	2	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1
43	1	19	89	4	44	3	4	1	0	1	f	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
39	0	1	72	3	37	3	2	17	0	3	m	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0
28	1	2	41	2	20	2	2	1	0	1	f	4	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1
53	0	15	46	2	22	2	2	12	0	2	m	3	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1
23	1	3	31	2	16	2	4	0	0	1	f	4	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1
32	0	11	28	2	14	1	3	6	0	2	m	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1
38	0	4	114	4	57	3	2	18	0	3	m	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1
18	0	0	23	1	12	1	1	1	0	1	m	2	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
53	0	21	59	3	30	2	4	11	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
44	0	10	90	4	46	3	2	19	0	3	m	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1
33	0	8	25	2	12	1	2	4	0	1	m	3	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1
40	0	14	55	3	27	2	4	4	0	1	m	1	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
33	1	11	33	2	16	2	3	5	0	2	m	4	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1
31	0	7	25	2	13	1	4	0	0	1	m	2	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1
34	0	3	43	2	22	2	1	13	0	2	f	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1
53	1	24	165	4	82	3	4	12	0	2	f	6	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1
58	1	13	71	3	36	3	1	28	0	3	m	5	0	0	0	1	8	1	1	1	1	1	0	0	0	0	1
49	1	22	70	3	35	3	3	22	0	3	f	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
54	1	6	58	3	28	2	4	3	0	1	m	4	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1
56	1	37	189	4	95	3	2	36	0	3	f	2	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1
46	0	27	132	4	66	3	4	19	0	3	f	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1
26	1	6	17	1	9	1	3	1	0	1	f	4	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
52	0	22	180	4	90	3	2	26	0	3	f	3	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1
48	1	2	111	4	55	3	1	26	0	3	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
65	1	12	17	1	9	1	2	14	1	2	m	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
43	0	21	107	4	53	3	2	22	0	3	f	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1
30	1	1	22	1	12	1	3	2	0	1	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
27	1	3	106	4	51	3	3	3	0	1	f	4	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1
51	0	19	40	2	20	2	4	0	0	1	m	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1
24	0	5	33	2	17	2	3	2	0	1	m	2	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1
52	0	20	107	4	53	3	2	30	0	3	f	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1
53	1	12	288	4	67	3	2	24	0	3	f	2	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
42	0	17	102	4	51	3	3	18	0	3	m	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
51	1	22	126	4	64	3	2	24	0	3	f	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1
44	0	24	32	2	16	2	4	3	0	1	f	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1
28	0	6	50	3	25	2	4	2	0	1	f	2	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1
33	0	6	30	2	15	1	3	0	0	1	m	2	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
25	1	1	77	4	38	3	4	0	0	1	f	6	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1
45	0	26	184	4	92	3	4	13	0	2	m	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1
27	0	1	44	2	22	2	3	2	0	1	f	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1
32	1	0	35	2	17	2	3	3	0	1	f	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
61	1	17	83	4	42	3	1	26	0	3	f	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
27	0	6	20	1	10	1	4	1	0	1	m	3	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1
28	0	4	33	2	16	2	2	6	0	2	m	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1
44	1	10	19	1	9	1	2	2	0	1	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
50	0	29	113	4	55	3	4	22	0	3	m	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
20	1	0	16	1	8	1	3	0	0	1	m	4	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0
46	1	6	73	3	36	3	2	9	0	2	f	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
41	0	12	89	4	44	3	1	15	0	3	m	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1
34	0	4	68	3	34	3	4	9	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
70	0	13	267	4	75	3	2	33	0	3	m	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
23	0	0	16	1	8	1	2	2	0	1	f	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1
45	0	20	153	4	76	3	2	23	0	3	m	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1
50	1	15	132	4	66	3	3	27	0	3	m	2	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1
30	0	9	113	4	57	3	4	2	0	1	f	3	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
40	0	17	28	2	13	1	1	6	0	2	m	2	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
77	0	50	9	1	4	1	2	23	1	3	m	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
46	0	7	98	4	49	3	5	20	0	3	f	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38	0	5	35	2	17	2	2	9	0	2	f	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1
36	1	4	70	3	35	3	1	9	0	2	f	4	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
54	0	26	113	4	58	3	2	30	0	3	f	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
39	0	15	74	3	37	3	1	20	0	3	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
39	0	13	55	3	28	2	2	14	0	2	m	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
46	1	24	65	3	32	3	3	22	0	3	f	8	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
77	0	2	9	1	4	1	1	5	1	2	f	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
37	1	15	32	2	16	2	2	5	0	2	m	2	1	0	1	1	8	1	1	1	1	1	0	0	1	1	1
38	0	10	39	2	19	2	4	7	0	2	m	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1
61	0	15	674	4	71	3	2	41	0	3	m	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1
27	0	7	26	2	13	1	4	2	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
34	0	4	21	1	10	1	1	6	0	2	m	2	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
30	0	4	61	3	31	3	2	11	0	2	m	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1
22	0	2	22	1	11	1	2	1	0	1	f	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1
44	1	16	157	4	79	3	2	25	0	3	m	2	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1
45	0	2	100	4	50	3	3	9	0	2	f	1	0	1	0	0	9	1	1	1	1	1	0	1	0	1	1
49	1	6	105	4	53	3	5	20	0	3	f	5	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
62	0	10	362	4	76	3	2	37	0	3	m	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1
27	1	1	26	2	14	1	2	4	0	1	f	5	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1
22	0	3	21	1	10	1	4	0	0	1	m	1	0	0	0	0	9	0	0	1	1	1	0	1	0	1	1
19	0	0	16	1	8	1	2	0	0	1	f	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1
46	1	6	54	3	26	2	3	14	0	2	m	3	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1
63	1	15	26	2	13	1	3	0	0	1	m	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
59	0	19	48	2	23	2	1	19	0	3	m	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
22	1	3	76	4	38	3	3	0	0	1	f	4	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
45	0	21	19	1	10	1	2	3	0	1	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
59	0	32	211	4	73	3	2	36	0	3	f	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1
58	0	35	151	4	77	3	1	38	0	3	m	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1
49	0	21	119	4	59	3	1	28	0	3	f	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
41	0	3	30	2	15	2	2	7	0	2	f	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0
52	1	19	137	4	69	3	2	26	0	3	f	4	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1
26	0	6	23	1	12	1	3	2	0	1	m	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
69	1	2	83	4	45	3	3	15	0	3	m	3	0	0	1	0	8	1	1	1	1	1	1	0	0	0	0
47	0	8	34	2	17	2	1	10	0	2	m	2	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
38	0	11	136	4	68	3	2	17	0	3	f	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1
31	1	0	52	3	26	2	5	0	0	1	m	2	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1
41	1	15	165	4	84	3	4	16	0	3	m	2	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1
19	1	0	33	2	17	2	2	0	0	1	f	4	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1
46	1	19	83	4	42	3	2	14	0	2	m	2	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1
49	1	5	124	4	60	3	4	20	0	3	f	3	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1
41	0	20	101	4	50	3	2	23	0	3	f	4	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1
39	1	5	68	3	35	3	3	18	0	3	f	2	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1
46	1	27	23	1	12	1	2	4	0	1	f	3	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1
38	0	12	38	2	19	2	2	6	0	2	f	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1
30	0	0	75	4	38	3	2	10	0	2	f	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0
46	0	0	26	2	13	1	1	3	0	1	f	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1
68	1	19	59	3	30	2	3	33	0	3	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
58	0	18	165	4	84	3	1	35	0	3	m	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1
33	1	9	29	2	14	1	3	1	0	1	f	5	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1
26	0	4	22	1	11	1	1	1	0	1	m	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
25	1	1	25	2	12	1	1	3	0	1	m	5	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1
47	0	26	29	2	15	1	2	1	0	1	f	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0
21	0	0	30	2	15	1	3	0	0	1	m	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
30	1	3	23	1	12	1	4	6	0	2	f	2	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1
40	0	3	13	1	6	1	3	6	0	2	m	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1
39	1	2	36	2	18	2	3	2	0	1	m	4	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1
33	1	4	32	2	16	2	2	4	0	1	f	5	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0
48	1	26	158	4	79	3	2	29	0	3	m	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
34	0	9	31	2	15	2	2	7	0	2	f	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
53	1	34	19	1	9	1	1	1	0	1	f	7	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
21	1	2	17	1	8	1	3	0	0	1	m	3	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1
67	0	10	80	4	42	3	2	36	1	3	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
45	0	21	181	4	90	3	3	23	0	3	m	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
29	0	1	29	2	14	1	1	4	0	1	m	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
21	0	2	24	1	12	1	2	2	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
30	0	1	30	2	16	2	2	4	0	1	m	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
59	1	29	62	3	31	3	2	22	0	3	m	2	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1
24	0	3	22	1	11	1	2	3	0	1	f	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1
41	0	1	44	2	22	2	4	4	0	1	m	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1
38	0	7	63	3	32	3	1	19	0	3	f	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1
45	1	16	116	4	58	3	4	11	0	2	f	4	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1
30	1	6	20	1	10	1	3	1	0	1	f	6	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1
46	1	17	179	4	90	3	4	15	0	3	m	2	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1
40	1	20	75	4	37	3	1	16	0	3	m	5	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1
41	0	11	114	4	57	3	4	11	0	2	f	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
46	0	23	141	4	70	3	2	14	0	2	m	2	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1
22	0	2	23	1	11	1	2	2	0	1	m	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1
38	0	3	138	4	69	3	3	14	0	2	f	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1
26	0	7	18	1	9	1	3	1	0	1	m	3	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1
69	0	17	9	1	5	1	4	14	1	2	m	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1
54	1	13	43	2	22	2	3	9	0	2	f	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
31	1	9	103	4	52	3	2	11	0	2	f	4	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1
54	0	19	25	2	12	1	1	8	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
47	1	8	60	3	30	3	3	5	0	2	m	4	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1
30	0	0	31	2	16	2	2	5	0	2	m	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1
41	1	17	54	3	26	2	2	13	0	2	f	3	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1
36	1	13	17	1	9	1	2	1	0	1	f	4	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1
50	0	25	66	3	33	3	2	6	0	2	f	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
38	0	7	68	3	34	3	3	11	0	2	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
48	1	0	88	4	45	3	4	8	0	2	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
50	0	17	26	2	13	1	4	2	0	1	m	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1
43	1	24	69	3	34	3	2	18	0	3	f	2	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1
34	1	12	83	4	42	3	4	9	0	2	f	7	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1
29	1	8	17	1	8	1	1	2	0	1	m	4	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
41	0	17	103	4	51	3	5	6	0	2	m	2	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1
38	0	19	60	3	29	2	2	12	0	2	m	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
31	0	1	39	2	19	2	3	9	0	2	f	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1
20	1	0	20	1	10	1	3	0	0	1	m	6	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
51	1	22	24	1	12	1	3	5	0	2	f	2	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1
32	1	5	33	2	16	2	3	4	0	1	f	2	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1
57	1	37	85	4	42	3	2	21	0	3	m	2	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
26	0	2	57	3	28	2	4	0	0	1	m	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1
28	1	5	28	2	14	1	5	0	0	1	m	4	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1
52	0	15	23	1	11	1	1	13	0	2	f	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1
37	1	15	90	4	45	3	3	14	0	2	m	3	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
18	1	0	14	1	7	1	2	0	0	1	f	5	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1
45	1	11	27	2	13	1	5	3	0	1	f	5	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1
63	1	38	24	1	12	1	1	11	0	2	m	4	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
43	0	13	73	3	37	3	3	12	0	2	f	2	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1
25	0	0	46	2	23	2	3	2	0	1	f	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1
51	1	19	42	2	21	2	2	12	0	2	m	5	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
43	1	23	57	3	29	2	2	10	0	2	f	4	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1
28	0	2	19	1	10	1	2	1	0	1	f	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
32	0	11	20	1	10	1	5	2	0	1	m	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1
50	1	3	39	2	19	2	1	15	0	3	m	2	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1
44	0	22	39	2	20	2	2	9	0	2	f	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1
47	1	28	160	4	79	3	5	11	0	2	m	3	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
44	1	23	45	2	23	2	4	0	0	1	f	4	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
23	0	4	16	1	8	1	3	0	0	1	m	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1
40	0	17	153	4	77	3	4	16	0	3	f	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1
54	1	32	25	2	13	1	1	3	0	1	m	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1
56	1	24	156	4	78	3	3	27	0	3	m	2	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1
39	1	4	43	2	21	2	4	4	0	1	f	3	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1
21	0	2	58	3	29	2	3	0	0	1	m	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1
37	1	10	58	3	28	2	2	7	0	2	f	3	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
30	0	11	65	3	32	3	4	2	0	1	m	2	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1
57	1	28	116	4	59	3	3	32	0	3	f	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
62	0	4	17	1	8	1	1	15	1	3	f	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0
44	1	19	53	3	27	2	3	8	0	2	f	2	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1
43	0	11	95	4	48	3	4	8	0	2	m	2	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1
54	0	5	124	4	63	3	2	29	0	3	m	4	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1
37	0	10	84	4	42	3	5	2	0	1	f	2	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1
35	0	10	51	3	25	2	3	0	0	1	m	3	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
70	1	20	12	1	6	1	1	9	1	2	f	2	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1
61	1	10	38	2	19	2	1	18	0	3	m	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
37	1	13	155	4	77	3	4	9	0	2	f	4	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1
47	1	20	238	4	77	3	4	16	0	3	f	3	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1
51	0	6	107	4	54	3	4	3	0	1	m	3	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1
58	0	19	239	4	75	3	2	33	0	3	f	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1
38	0	18	33	2	17	2	2	16	0	3	f	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0
28	0	0	26	2	13	1	3	4	0	1	f	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
56	0	0	29	2	15	1	2	11	0	2	f	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0
26	1	4	23	1	11	1	3	4	0	1	m	4	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1
46	0	10	228	4	71	3	5	19	0	3	f	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1
43	0	24	124	4	63	3	2	19	0	3	m	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1
61	1	12	95	4	47	3	1	37	1	3	f	3	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1
26	1	2	32	2	16	2	3	4	0	1	f	4	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
69	1	9	39	2	20	2	3	2	0	1	m	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
22	1	2	15	1	8	1	1	3	0	1	m	5	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1
59	1	15	80	4	40	3	1	21	0	3	m	2	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1
23	1	3	15	1	8	1	2	2	0	1	m	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
68	1	39	16	1	8	1	5	3	1	1	f	2	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1
62	0	10	345	4	71	3	2	33	0	3	f	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1
50	1	1	270	4	84	3	5	5	0	2	m	6	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1
43	1	22	222	4	76	3	2	23	0	3	f	4	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1
34	1	1	50	3	25	2	2	15	0	3	m	4	1	0	0	0	9	1	1	1	1	1	0	1	0	0	1
69	0	20	13	1	7	1	1	9	1	2	f	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0
35	0	0	70	3	35	3	4	6	0	2	m	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0
55	0	4	44	2	23	2	2	11	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
39	0	6	34	2	17	2	1	2	0	1	m	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1
64	0	6	18	1	9	1	2	23	1	3	f	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0
62	0	5	65	3	33	3	3	8	0	2	f	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
31	0	11	45	2	23	2	5	4	0	1	f	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
54	0	20	52	3	26	2	1	6	0	2	f	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
40	0	4	20	1	11	1	4	4	0	1	m	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1
48	1	27	32	2	16	2	2	0	0	1	m	2	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1
55	0	25	884	4	78	3	3	24	0	3	m	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1
30	1	6	31	2	16	2	2	5	0	2	f	5	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
53	1	2	31	2	15	2	4	7	0	2	m	2	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1
40	0	8	68	3	34	3	1	18	0	3	m	2	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1
46	1	20	43	2	20	2	2	10	0	2	f	3	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1
29	0	2	29	2	14	1	4	3	0	1	f	3	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1
20	1	0	20	1	10	1	2	0	0	1	f	5	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1
34	1	7	34	2	17	2	2	0	0	1	m	2	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1
47	0	11	76	4	39	3	3	10	0	2	m	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1
22	0	0	16	1	8	1	1	2	0	1	m	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
46	1	27	78	4	39	3	4	2	0	1	f	2	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1
64	1	31	61	3	31	3	1	29	1	3	f	4	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1
26	1	3	23	1	11	1	4	0	0	1	f	6	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1
51	1	26	85	4	43	3	1	32	0	3	f	2	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1
32	1	6	20	1	10	1	1	0	0	1	f	2	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0
21	0	0	22	1	11	1	3	0	0	1	f	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1
29	0	7	67	3	33	3	4	3	0	1	f	2	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1
47	1	3	53	3	27	2	1	16	0	3	f	4	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0
